"model_date","date","geography_modeled","rt_median","rt_lower","rt_upper"
"04/30/2021","04/01/2020","covidregion_1",1.11588398429358,1.05795132572465,1.1728609245968
"04/30/2021","04/02/2020","covidregion_1",1.11118687013416,1.0522436483342,1.16768673610736
"04/30/2021","04/03/2020","covidregion_1",1.1066385647661,1.04604386838055,1.16233860134354
"04/30/2021","04/04/2020","covidregion_1",1.10150590687688,1.04256821559856,1.1587754376315
"04/30/2021","04/05/2020","covidregion_1",1.09722245141172,1.03678879308176,1.15405445916965
"04/30/2021","04/06/2020","covidregion_1",1.09272131329607,1.03206916478666,1.15010805782554
"04/30/2021","04/07/2020","covidregion_1",1.08877717926977,1.02669920135648,1.14574127996422
"04/30/2021","04/08/2020","covidregion_1",1.08468636429403,1.02332587693586,1.14153180352594
"04/30/2021","04/09/2020","covidregion_1",1.08064513168462,1.01892933084784,1.1365955817648
"04/30/2021","04/10/2020","covidregion_1",1.07641265643334,1.01517794274855,1.13248414549257
"04/30/2021","04/11/2020","covidregion_1",1.072535166327,1.01095535777091,1.1295825983999
"04/30/2021","04/12/2020","covidregion_1",1.06883094326942,1.00805034769468,1.12437309802215
"04/30/2021","04/13/2020","covidregion_1",1.06526476800004,1.00486609108636,1.12072032894841
"04/30/2021","04/14/2020","covidregion_1",1.06139747683574,1.00286982523089,1.1150639060869
"04/30/2021","04/15/2020","covidregion_1",1.05725226643454,0.99949935226683,1.11014770528602
"04/30/2021","04/16/2020","covidregion_1",1.05398211685777,0.996002984963663,1.10620951468998
"04/30/2021","04/17/2020","covidregion_1",1.05042157290941,0.993507881621821,1.10344572292014
"04/30/2021","04/18/2020","covidregion_1",1.04680409992162,0.989958595289682,1.1003641909273
"04/30/2021","04/19/2020","covidregion_1",1.04374514693129,0.987487108628172,1.09735011666748
"04/30/2021","04/20/2020","covidregion_1",1.0405810046227,0.984950089042555,1.09452236962373
"04/30/2021","04/21/2020","covidregion_1",1.03746903977507,0.982721440546011,1.09217371567983
"04/30/2021","04/22/2020","covidregion_1",1.03415975724964,0.980286324007288,1.08869308362339
"04/30/2021","04/23/2020","covidregion_1",1.03138622894666,0.978667944526783,1.08495672381222
"04/30/2021","04/24/2020","covidregion_1",1.02850763361478,0.977257232740105,1.0808900741433
"04/30/2021","04/25/2020","covidregion_1",1.02528709907444,0.973788991456808,1.07804994835963
"04/30/2021","04/26/2020","covidregion_1",1.02246240948977,0.973406054333364,1.07522940920305
"04/30/2021","04/27/2020","covidregion_1",1.01933917770767,0.971063040057633,1.07328589060021
"04/30/2021","04/28/2020","covidregion_1",1.01645897792054,0.966856535142245,1.07192972924117
"04/30/2021","04/29/2020","covidregion_1",1.01397622225395,0.965419260746597,1.06875611025201
"04/30/2021","04/30/2020","covidregion_1",1.01140916524989,0.964295773004812,1.06499289167161
"04/30/2021","05/01/2020","covidregion_1",1.00905542485428,0.962692713887826,1.0631810816962
"04/30/2021","05/02/2020","covidregion_1",1.00623619094882,0.960756977056311,1.06145444632394
"04/30/2021","05/03/2020","covidregion_1",1.00353359010048,0.956885992870431,1.05960334785548
"04/30/2021","05/04/2020","covidregion_1",1.0005989559495,0.954862105184718,1.05767368433535
"04/30/2021","05/05/2020","covidregion_1",0.997043763163416,0.951712380569807,1.0549380887462
"04/30/2021","05/06/2020","covidregion_1",0.994238274955723,0.948975553573017,1.0511977912829
"04/30/2021","05/07/2020","covidregion_1",0.991015130521566,0.946503713746749,1.05123651422633
"04/30/2021","05/08/2020","covidregion_1",0.98787926841178,0.942739814215627,1.04814106547954
"04/30/2021","05/09/2020","covidregion_1",0.984446065527089,0.93784752351457,1.04578465235624
"04/30/2021","05/10/2020","covidregion_1",0.981202067319325,0.933993922049577,1.0423659926522
"04/30/2021","05/11/2020","covidregion_1",0.97838163568104,0.929980457559056,1.03875689406665
"04/30/2021","05/12/2020","covidregion_1",0.975234028984048,0.926450355414279,1.03335941825033
